Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0015/PO/CD/III/2023/CIC/CIE,Pinus Design - Cikarang,06-03-2023,21-03-2023,CETAKAN LAIN,Cetak warna 4A. 80gr,"6,00","6,00","125.000,00","750.000,00",Finish,0%,RUPA - RUPA,0,15
0015/PO/CD/III/2023/CIC/CIE,Pinus Design - Cikarang,06-03-2023,21-03-2023,CETAKAN LAIN,Cetak warna 4A. 80gr,"7,00","7,00","125.000,00","875.000,00",Finish,0%,RUPA - RUPA,0,15
0015/PO/CD/III/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,21-03-2023,02-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","5,00","5,00","2.300.000,00","11.500.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,12
0015/PO/CD/III/2024/CIC/AIMP,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,22-03-2024,04-04-2024,SOFTWARE MICROSOFT WINDOWS,MICROSOFT OFFICE HOME & BUSSINESS 2021,"1,00","1,00","3.900.000,00","3.900.000,00",Finish,0%,KOMPUTER,0,13
0016/PO/CD/I/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,16-01-2023,16-02-2023,BILLBOARD,"Bahan: flexi, Uk. 9x7meter, Lokasi: patung kuda SPBU","1,00","1,00","1.417.500,00","1.417.500,00",Finish,0%,MEDIA INFORMASI,3,31
0016/PO/CD/II/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,29-02-2024,06-03-2024,BILLBOARD,"Bahan flexi , ukuran 10x7 meter, materi : citraindah avenue tahap 2. posisi bundaran FM","1,00","1,00","2.075.000,00","2.075.000,00",Finish,0%,MEDIA INFORMASI,18,6
0016/PO/CD/II/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,29-02-2024,06-03-2024,BILLBOARD,"Bahan flexi , ukuran 17,5x2,5 meter, materi : citra indah avenue tahap 2. posisi underpass hadap selatan, (1 sisi)","1,00","1,00","1.484.375,00","1.484.375,00",Finish,0%,MEDIA INFORMASI,18,6
0016/PO/CD/III/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,26-03-2024,23-04-2024,AC SPLIT WALL,1 AC 1/2 Pk,"1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,28
0016/PO/CD/IV/2023/CIC/MKES,PT. PLATBOARD LUTSINDO - Bekasi,03-04-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 60x290cm, materi: Bukit Viola","1,00","1,00","39.150,00","39.150,00",Finish,0%,MEDIA INFORMASI,1,40
0016/PO/CD/IV/2023/CIC/MKES,PT. PLATBOARD LUTSINDO - Bekasi,03-04-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 90x396cm, materi: Bukit Viola","10,00","10,00","80.190,00","801.900,00",Finish,0%,MEDIA INFORMASI,1,40
0016/PO/CD/VI/2023/CIC/AIMP,"ADIKARYA INTI SOLUSI, PT",08-06-2023,21-08-2023,KABEL JARINGAN,USB LAN Gigabit 1000 mbps,"1,00","1,00","270.270,00","270.270,00",Finish,0%,KOMPUTER,6,74
0017/PO/CD/I/2023/CIC/CI,Alvin Azizi - Tangerang,16-01-2023,25-01-2023,SPANDUK,"Bahan: Polyester, Uk. 1x8meter, materi: Harga mulai 236jt-an, DP 0%","300,00","300,00","68.000,00","20.400.000,00",Finish,0%,MEDIA INFORMASI,3,9
0017/PO/CD/I/2023/CIC/CI,Alvin Azizi - Tangerang,16-01-2023,25-01-2023,SPANDUK,"Bahan: Polyester, Uk. 1x8meter, materi: Rumah 2KT cicilan 2jt/ bulan","300,00","300,00","68.000,00","20.400.000,00",Finish,0%,MEDIA INFORMASI,3,9
0017/PO/CD/I/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,29-01-2024,07-03-2024,VALVE,Tutup pentil ban racer slide,"12,00","12,00","80.000,00","960.000,00",Finish,0%,MECHANICAL,4,38
0017/PO/CD/III/2023/CIC/CIE,CV. Sanjaya - Bekasi,10-03-2023,11-04-2023,STIKER INFORMASI,"Bahan: Vynil, warna text kayu","7500,00","7500,00","1.900,00","14.250.000,00",Finish,0%,RUPA - RUPA,0,32
0017/PO/CD/III/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-03-2024,23-04-2024,AC SPLIT WALL,AC 1/2 PK 1 UNIT BLOK O.16/03,"1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,25
0017/PO/CD/III/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-03-2024,23-04-2024,AC SPLIT WALL,AC 1/2 PK 1 UNIT BLOK O.16/03,"1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,25
0017/PO/CD/IV/2023/CIC/MKES,Alvin Azizi - Tangerang,03-04-2023,16-04-2023,UMBUL UMBUL,"Bahan: Polyester, Ukuran: 5 x 1,15 meter, Materi: Bukit Viola","50,00","50,00","42.500,00","2.125.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,1,13
0017/PO/CD/IX/2023/CIC/MKESE,Toko Pasific Elektronik -  Jonggol,05-09-2023,29-09-2023,LAMPU,"Lampu TL LED, 16 Watt, warna putih","10,00","10,00","87.500,00","875.000,00",Finish,0%,LISTRIK,0,24
0017/PO/CD/VI/2023/CIC/AIMP,ADE ABDILLAH - BOGOR,15-06-2023,06-07-2023,NOMOR RUMAH / RUKO / TOKO,"Uk 18x35 cm, alas acrylic hitam 3mm, cover acrylic hitam 4 mm dilapisi sticker hairline, Pen ScrubPiser masing2 4bh.","6,00","6,00","170.000,00","1.020.000,00",Finish,0%,MEDIA INFORMASI,1,21
0018/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,16-01-2023,25-01-2023,TELEVISI/TV LED,"Tipe: 24CTD2000, 24 Inch, digital TV, HD Reeady 1366 x 768, IPS panel","3,00","3,00","1.100.000,00","3.300.000,00",Finish,0%,AUDIO DAN VISUAL,3,9
0018/PO/CD/I/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,31-01-2024,15-02-2024,DYNABOLT,Dinabolt ukuran 10 x 50 mm,"8,00","8,00","4.500,00","36.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,15
0018/PO/CD/I/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,31-01-2024,15-02-2024,KABEL NYYHY,"Kabel Serabut NYYHY ukuran 2 X 0.75 mm, panjang 50meter/ roll","2,00","2,00","325.000,00","650.000,00",Finish,0%,LISTRIK,1,15
0018/PO/CD/I/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,31-01-2024,15-02-2024,PANEL BOX,Dorados Duradus Kotak / Junction Box Delta 5/8 Putih Dx -121,"4,00","4,00","7.500,00","30.000,00",Finish,0%,AUDIO DAN VISUAL,1,15
0018/PO/CD/I/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,31-01-2024,15-02-2024,PIPA CONDUIT,"Pipa conduit pvc, ukuran 20 mm, panjang 3 m","35,00","35,00","15.000,00","525.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,15
0018/PO/CD/III/2023/CIC/CIE,TOKO GS,10-03-2023,07-04-2023,KUAS,3 Inch,"2,00","2,00","15.000,00","30.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,0,28
0018/PO/CD/III/2023/CIC/CIE,TOKO GS,10-03-2023,07-04-2023,THINNER / TINER,Kemasan 5 liter,"2,00","2,00","145.000,00","290.000,00",Finish,0%,CHEMICAL,0,28
0018/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,05-03-2024,13-03-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,8
0018/PO/CD/IV/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,04-04-2023,12-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","2,00","2,00","2.300.000,00","4.600.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,8
0018/PO/CD/IV/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,02-04-2024,29-04-2024,BANNER,"Bahan flexi, materi Permai, ukuran 269 x 90 cm","3,00","3,00","54.473,00","163.419,00",Finish,0%,MEDIA INFORMASI,1,27
0018/PO/CD/IX/2023/CIC/MKESE,PT. Mandiri Jaya Perkasa Utama - Jakarta,09-09-2023,03-10-2023,BBM SOLAR,Solar industri (B35),"500,00","500,00","24.324,00","12.162.000,00",Finish,0%,CHEMICAL,4,24
0018/PO/CD/VII/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,18-07-2023,10-08-2023,SPANDUK,"Bahan. fexi, Materi: MMT mall, Lokasi: pohon seribu, Uk. 26,58x2,08 meter","1,00","1,00","1.243.944,00","1.243.944,00",Finish,0%,MEDIA INFORMASI,1,23
0018/PO/CD/VII/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,18-07-2023,10-08-2023,SPANDUK,"Bahan. fexi, Materi: MMT mall, Lokasi: pohon seribu, Uk. 24,83x2,08 meter","1,00","1,00","1.162.044,00","1.162.044,00",Finish,0%,MEDIA INFORMASI,1,23
0019/PO/CD/I/2023/CIC/CI,MITRA INDAH - BOGOR,17-01-2023,01-02-2023,TERPAL,Uk. 5x7 meter,"5,00","5,00","340.000,00","1.700.000,00",Finish,0%,RUPA - RUPA,0,15
0019/PO/CD/I/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,31-01-2024,19-02-2024,FLYER,"Materi waterpark, ukuran A5, warna : Colourfull","25,00","25,00","338.000,00","8.450.000,00",Finish,0%,MEDIA INFORMASI,2,19
0019/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,06-02-2024,06-03-2024,BANNER,"Bahan flexi, ukuran 75 x 2,1 meter","1,00","1,00","3.543.750,00","3.543.750,00",Finish,0%,MEDIA INFORMASI,4,29
0019/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,06-02-2024,06-03-2024,BANNER,"Bahan flexi, ukuran 25,1 x 2,1 meter","1,00","1,00","1.185.975,00","1.185.975,00",Finish,0%,MEDIA INFORMASI,4,29
0019/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,06-02-2024,06-03-2024,BANNER,"Bahan flexi, ukuran 69,5 x 2,1 meter","1,00","1,00","3.283.875,00","3.283.875,00",Finish,0%,MEDIA INFORMASI,4,29
0019/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,06-02-2024,06-03-2024,BANNER,"Bahan flexi, ukuran 150 x 2,1 meter","1,00","1,00","7.087.500,00","7.087.500,00",Finish,0%,MEDIA INFORMASI,4,29
0019/PO/CD/III/2023/CIC/CIE,Ace Hardware - Cibubur,13-03-2023,11-04-2023,MESIN KOMPRESOR,"COMPRESSOR 1HP 8B 8L 1P DD CRDC0108 - Daya : 750 W, Tekanan (bar / psi) : 8/115, Volume tangki (Ltr) : 8","1,00","1,00","1.789.000,00","1.789.000,00",Finish,0%,MECHANICAL,3,29
0019/PO/CD/III/2024/CIC/MKES,Immanuel Offset Printing - Jakarta,08-03-2024,18-04-2024,AMPLOP PUTIH,"Amplop jendela, ada cetakan logo & alamat PT. MKES","50,00","50,00","77.500,00","3.875.000,00",Finish,0%,ALAT TULIS KANTOR,1,41
0019/PO/CD/IV/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,04-04-2023,12-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","5,00","5,00","2.300.000,00","11.500.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,8
0019/PO/CD/IV/2024/CIC/AIMP,Ace Hardware - Cibubur,03-04-2024,04-04-2024,ALAT PENGHARUM RUANGAN,"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,","3,00","3,00","249.900,00","749.700,00",Finish,0%,KEBERSIHAN,43,1
0019/PO/CD/IX/2023/CIC/MKESE,Toko Pasific Elektronik -  Jonggol,10-09-2023,29-09-2023,PRINTER INK JET,Tipe L 3210,"1,00","1,00","2.225.000,00","2.225.000,00",Finish,0%,KOMPUTER,2,19
0019/PO/CD/VII/2023/CIC/AIMP,Alvin Azizi - Tangerang,18-07-2023,23-08-2023,SPANDUK,"Bahan: poliester, materi: rumah 2lt, 3 kamar, Uk: 1,15x8 meter","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,1,36
0020/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,17-01-2023,25-01-2023,DISPENSER GALON,Dispenser Galon Bawah Sanken Tipe HWD 5351C,"1,00","1,00","1.550.000,00","1.550.000,00",Finish,0%,PERALATAN DAPUR,1,8
0020/PO/CD/II/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,06-02-2024,26-02-2024,SOFTWARE AUTODESK,Renewal License Autocad LT Comercial No Contract : 110003462284,"1,00","1,00","7.425.000,00","7.425.000,00",Finish,0%,KOMPUTER,5,20
0020/PO/CD/II/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,06-02-2024,26-02-2024,SOFTWARE AUTODESK,Renewal Autocad LT Comercial No Contract : 110003439931,"3,00","3,00","7.425.000,00","22.275.000,00",Finish,0%,KOMPUTER,5,20
0020/PO/CD/III/2023/CIC/CIE,TOKO GS,13-03-2023,09-04-2023,LEM,"Epoxy Adhesives, netto: 48gr","2,00","2,00","15.000,00","30.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,27
0020/PO/CD/III/2023/CIC/CIE,TOKO GS,13-03-2023,09-04-2023,LEM,"Lem fiber glass, netto: 200gr","2,00","2,00","20.000,00","40.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,27
0020/PO/CD/III/2023/CIC/CIE,TOKO GS,13-03-2023,09-04-2023,LEM,"Lem Tetes, netto: 15 gr","4,00","4,00","8.000,00","32.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,27
0020/PO/CD/III/2024/CIC/MKES,TOKO JASA TANI JONGGOL - BOGOR,15-03-2024,24-04-2024,PUPUK,Pupuk NPK mutiara grower 15-09-20+TE,"10,00","10,00","24.000,00","240.000,00",Finish,0%,PERTAMANAN,1,40
0020/PO/CD/IV/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,10-04-2023,19-04-2023,KOMPOR INDUKSI,"1 tungku, tipe IDC-300","1,00","1,00","285.000,00","285.000,00",Finish,0%,PERALATAN DAPUR,2,9
0020/PO/CD/IX/2023/CIC/MKESE,ADE ABDILLAH - BOGOR,15-09-2023,26-09-2023,PLANG NAMA JALAN,"Plang rambu, plat 1,2mm, cutting sticker 60x60cm, pipa 3mm, tiang pipa 2""","1,00","1,00","350.000,00","350.000,00",Finish,0%,MEDIA INFORMASI,1,11
0020/PO/CD/IX/2023/CIC/MKESE,ADE ABDILLAH - BOGOR,15-09-2023,26-09-2023,PLANG NAMA JALAN,"Acrylic hitam 3mm, cutting sticker, uk. 80x35cm, rantai gantung, materi : ''Toilet & musholla ''","4,00","4,00","125.000,00","500.000,00",Finish,0%,MEDIA INFORMASI,1,11
0020/PO/CD/IX/2023/CIC/MKESE,ADE ABDILLAH - BOGOR,15-09-2023,26-09-2023,PLANG NAMA JALAN,"Acrylic hitam 3mm, cutting sticker, uk. 35x15cm, rantai gantung, materi : ''Toilet wanita, toilet pria, ruang janitor''","6,00","6,00","100.000,00","600.000,00",Finish,0%,MEDIA INFORMASI,1,11
0021/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,17-01-2023,29-01-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","4,00","4,00","2.300.000,00","9.200.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,12
0021/PO/CD/II/2024/CIC/CI,CENTRAL PLOTTER INDONESIA - JAKARTA,06-02-2024,24-04-2024,PRINTER PLOTTER,Spare part Plotter HP Designjet T730 - Cutter with Clucth,"1,00","1,00","2.500.000,00","2.500.000,00",Finish,0%,KOMPUTER,5,78
0021/PO/CD/II/2024/CIC/CI,CENTRAL PLOTTER INDONESIA - JAKARTA,06-02-2024,24-04-2024,PRINTER PLOTTER,Spare part Plotter HP Designjet T730 - Candela Service Station Assy,"1,00","1,00","4.000.000,00","4.000.000,00",Finish,0%,KOMPUTER,5,78
0021/PO/CD/II/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,06-02-2024,01-03-2024,KABEL NYY,"Kabel NYY 2 X 0,75 ( 50M )","1,00","1,00","325.000,00","325.000,00",Finish,0%,LISTRIK,4,24
0021/PO/CD/III/2024/CIC/MKES,Toko Buku Gunung Intan - Jonggol,22-03-2024,26-03-2024,KERTAS A 0,Kertas Roll A0,"3,00","3,00","250.000,00","750.000,00",Finish,0%,ALAT TULIS KANTOR,2,4
0021/PO/CD/IV/2023/CIC/MKES,Bina Jaya Computer - Jakarta,14-04-2023,10-05-2023,PITA / TINTA/ TONER PRINTER,728 Mate Black,"1,00","1,00","1.730.000,00","1.730.000,00",Finish,0%,KOMPUTER,2,26
0021/PO/CD/VII/2023/CIC/AIMP,Toko Buku Gunung Intan - Jonggol,25-07-2023,28-08-2023,TRAY STATIONERY,"Bahan : Besi, Warna Hitam","1,00","1,00","135.000,00","135.000,00",Finish,0%,ALAT TULIS KANTOR,5,34
0021/PO/CD/X/2023/CIC/MKESE,TOKO GS,17-10-2023,07-12-2023,JET WASHER / SHOWER SPRAY,"Uk. 1/2"", warna putih, tipe S-75","5,00","5,00","120.000,00","600.000,00",Finish,0%,SANITAIR DAN KAMAR MANDI,0,51
0022/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,09-02-2024,19-02-2024,PELINDUNG KABEL,Spiral Wrapping Band KS-12  10m/roll,"5,00","5,00","20.000,00","100.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,10
0022/PO/CD/II/2024/CIC/CIE,SIGMATECH - JAKARTA BARAT,09-02-2024,26-02-2024,LAMPU,"100 watt, IP 65, 6500K, Solar Panel","4,00","4,00","390.750,00","1.563.000,00",Finish,0%,LISTRIK,2,17
0022/PO/CD/III/2023/CIC/CIE,Dodi Kohanta - Jonggol,13-03-2023,11-04-2023,BATU MACADAM / MAKADAM,-,"14,00","14,00","300.000,00","4.200.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,29
0022/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,22-03-2024,26-03-2024,HANDPHONE (HP),Hp Infinix Hot 30  Ram 8GB Internal 256GB,"3,00","3,00","1.800.000,00","5.400.000,00",Finish,0%,KOMUNIKASI,2,4
0022/PO/CD/IV/2023/CIC/MKES,Immanuel Offset Printing - Jakarta,14-04-2023,08-06-2023,AMPLOP KOP,"Amplop jendela, ada cetakan logo & alamat PT. MKES","50,00","50,00","77.500,00","3.875.000,00",Finish,0%,ALAT TULIS KANTOR,1,55
0022/PO/CD/VII/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,25-07-2023,07-08-2023,FLASH DISK / FLASH DRIVE,64 GB,"2,00","2,00","75.000,00","150.000,00",Finish,0%,KOMPUTER,5,13
0023/PO/CD/I/2023/CIC/CI,"ADIKARYA INTI SOLUSI, PT",19-01-2023,08-02-2023,SOFTWARE ADOBE,Adobe photoshop creative cloud 1th,"1,00","1,00","8.424.000,00","8.424.000,00",Finish,0%,KOMPUTER,3,20
0023/PO/CD/I/2023/CIC/CI,"ADIKARYA INTI SOLUSI, PT",19-01-2023,08-02-2023,SOFTWARE MICROSOFT WINDOWS,Sosftware OS WinN 11 Profesional,"1,00","1,00","2.387.700,00","2.387.700,00",Finish,0%,KOMPUTER,3,20
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,06-03-2024,BILLBOARD,"Bahan flexi , ukuran 10x7 meter, materi : rumah siap huni. posisi bundaran MO","1,00","1,00","2.075.000,00","2.075.000,00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,06-03-2024,BILLBOARD,"Bahan flexi , ukuran 17,5x2,5 meter, materi : rumah siap huni. posisi underpass","1,00","1,00","1.484.375,00","1.484.375,00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,06-03-2024,BILLBOARD,"Bahan flexi , ukuran 9x7 meter, materi : imlek. posisi SPBU","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,09-02-2024,12-03-2024,DRIVER LAMPU LED,"DRIVER LED 30 WATT, 900 MA","50,00","50,00","75.000,00","3.750.000,00",Finish,0%,LISTRIK,2,32
0023/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,15 Watt,"6,00","6,00","50.000,00","300.000,00",Finish,0%,LISTRIK,0,29
0023/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,MCB,25 Ampere,"1,00","1,00","85.000,00","85.000,00",Finish,0%,LISTRIK,0,29
0023/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,MCB,16 Ampere,"1,00","1,00","75.000,00","75.000,00",Finish,0%,LISTRIK,0,29
0023/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,MODUL LAMPU,20  Watt,"2,00","2,00","75.000,00","150.000,00",Finish,0%,LISTRIK,0,29
0023/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,26-03-2024,23-04-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,28
0023/PO/CD/IV/2023/CIC/MKES,Pinus Design - Cikarang,20-04-2023,11-05-2023,KARTU IDENTITAS,"Wrn putih, logo kiri atas, a.n Fajar","3,00","3,00","22.000,00","66.000,00",Finish,0%,RUPA - RUPA,1,21
0023/PO/CD/IV/2023/CIC/MKES,Pinus Design - Cikarang,20-04-2023,11-05-2023,STIKER NAMA KARYAWAN,"Bahan vynil, wrn putih, a.n Fajar","40,00","40,00","9.000,00","360.000,00",Finish,0%,RUPA - RUPA,1,21
0023/PO/CD/VIII/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,07-08-2023,22-08-2023,TELEVISI/TV LED,"LED TV 43"", TIPE 43S3U","1,00","1,00","2.800.000,00","2.800.000,00",Finish,0%,AUDIO DAN VISUAL,3,15
0024/PO/CD/I/2023/CIC/CI,MURNI MOTOR - CILEUNGSI,20-01-2023,29-01-2023,MOTOR MATIK / SKUTER MATIK,All new beat CBS,"2,00","2,00","18.775.000,00","37.550.000,00",Finish,0%,KENDARAAN,1,9
0024/PO/CD/II/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,09-02-2024,01-03-2024,KOTAK / BOX SOUVENIR,"Mug 5 warna (merah,biru, ungu,hijau, orange), bahan stainless & plastik","500,00","500,00","40.000,00","20.000.000,00",Finish,0%,RUPA - RUPA,4,21
0024/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,FITTING LAMPU,-,"2,00","2,00","6.000,00","12.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,29
0024/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,10 Watt,"2,00","2,00","36.000,00","72.000,00",Finish,0%,LISTRIK,0,29
0024/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,12 Watt,"2,00","2,00","38.000,00","76.000,00",Finish,0%,LISTRIK,0,29
0024/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,22 Watt,"2,00","2,00","75.000,00","150.000,00",Finish,0%,LISTRIK,0,29
0024/PO/CD/III/2023/CIC/CIE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,55 Watt,"3,00","3,00","85.000,00","255.000,00",Finish,0%,LISTRIK,0,29
0024/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,29-03-2024,23-04-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,25
0024/PO/CD/IV/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,21-04-2023,16-05-2023,KOMPOR INDUKSI,"1 tungku, tipe IDC-300","8,00","8,00","285.000,00","2.280.000,00",Finish,0%,PERALATAN DAPUR,0,25
0024/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BILLBOARD,"Bahan flexi, ukuran 9x7 m, materi Rumah 2 lt smart home","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,1,17
0024/PO/CD/VIII/2023/CIC/AIMP,Alvin Azizi - Tangerang,07-08-2023,09-10-2023,UMBUL UMBUL,"Polyester, Ukuran: 5 x 1,15 meter, Materi: Bukit Permai","100,00","100,00","42.500,00","4.250.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,1,63
0024/PO/CD/XI/2023/CIC/MKESE,Ace Hardware - Cibubur,28-11-2023,17-01-2024,DISPENSE HAND SANITIZER,"Dilengkapi kunci, baut, dan fisher, tombol untuk mengeluarkan sabun, kapasitas : 380 ml, material : plastik PP dan ABS","7,00","7,00","99.900,00","699.300,00",Finish,0%,KESEHATAN,1,50
0025/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,20-01-2023,29-01-2023,ALAT PEMBERSIH LANTAI,"Ilife noisz, tipe: S5 pro","1,00","1,00","2.250.000,00","2.250.000,00",Finish,0%,KEBERSIHAN,1,9
0025/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,24-02-2024,06-03-2024,SIGN HERE STICKER,Sign here,"30,00","30,00","15.000,00","450.000,00",Finish,0%,ALAT TULIS KANTOR,1,11
0025/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,24-02-2024,06-03-2024,STAPLES KERTAS,HD 10,"4,00","4,00","15.000,00","60.000,00",Finish,0%,ALAT TULIS KANTOR,1,11
0025/PO/CD/II/2024/CIC/CIE,Emha Busana - Jakarta,19-02-2024,09-05-2024,SERAGAM KARYAWAN,"Seragam waterpark, lengan pendek, kombinasi, bahan american drill, ukuran big size, masing2 orang 2 set","6,00","6,00","350.000,00","2.100.000,00",Finish,0%,FASHION,4,80
0025/PO/CD/III/2023/CIC/CIE,Bina Jaya Computer - Jakarta,21-03-2023,05-04-2023,LABEL,"Kertas LABEL Tipe TZe -261, 36 mm merk Brother","20,00","20,00","435.000,00","8.700.000,00",Finish,0%,ALAT TULIS KANTOR,1,15
0025/PO/CD/IV/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,24-04-2023,30-05-2023,KOMPOR INDUKSI,"1 tungku, tipe IDC-300","8,00","8,00","285.000,00","2.280.000,00",Finish,0%,PERALATAN DAPUR,1,36
